0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.103 0.25604
0.103 0.24951
0.103 0.24631
0.108 0.24509
0.103 0.24425
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
1.036 0.06431
1.061 0.06431
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.103 0.25863
0.108 0.25173
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.000 0.00000
0.103 0.24299
0.103 0.24429
